1303094768	牛飞飞 	1723
513428834	南京-扬眉剑	1698
16722544	北京-ML-散沙	1374
904335941	北京-兴宝	1244
327070347	sh学生-雯雯老师	990
47702091	北京SupStat堰平	700
398580551	深圳-DM-谢	671
914259835	帝都-计算-SHEN	621
344168535	武汉-公卫-张兵	457
841785642	M.A.S-MapleWang	452
55854018	南京-通信-小史	444
415584156	小眯无敌	338
535719701	北京-统计-Statoor	304
35987586	fay	283
48948082	北京-遗传-pumpkin	262
771343818	北京-学生-田源	256
8744893	路	254
277399600	USA-JACKSPARROW	248
1264674539	常年漂流在外	245
582988199	广州-统计-渣渣	232
1275266312	lianliu	231
402199165	杭州-叮咚	231
532445670	中科院-生信-zp	177
7236708	iflytek-abc	177
1114104134	深圳-随缘	175
908471263	上海-数据-日月	174
275731113	深圳-卫统-风	173
429536681	山东--薄荷	168
349055387	Garfield	158
524911820	北京-nlp-彩虹	157
1229057	广州-川哥	152
121204588	深圳-R-蔬菜	151
644311463	深圳DM-夜丘	129
724042682	广州-上帝二号	128
120301818	北京-叶柄	125
123301624	深圳-stock-痴毛	119
2356968248	北京-ZX-彩虹	118
514290622	帝都--统计-Milly	117
103421669	慕尼黑-文西	116
472817452	雨后天晴	116
847351280	北京-金融-幽兰	115
445371787	上海-数据-mirro	114
715693659	皇城-生信-献伟	112
392702611	上海-统计-鹏飞	104
240150102	北京-微博-dingR	103
396321552	苏州-咨询-风行	100
546420281	上海-统计-流速	100
1770951021	哈尔滨—统计	98
2320876056	法国_STAT_yliueagle	98
39760595	上海-Marco	95
941741422	谢邦昌DM-BI	93
39211383	兰州-科研-立辉	92
474266567	广州-phenix	92
1020509989	渝-代码-阿牛哥	91
380470366	温州-K	91
1341761068	北京-统计-廖	90
295235953	Eviews	88
923497092	宁波—学生—魏	85
454994825	桂林-测量-Opera	84
908512909	广州-通信-KOOL	84
978109939	北京-GIS-lanix	84
515414700	来者 	82
772028604	天津-HR-胡勤	82
912427137	杭州-统计	82
442032909	宁波-韩老五	81
642027924	上海-学生-沙子	81
351279224	成都-COS-蓝色	80
18084024	成都-Paradise	79
23939465	北京统计Charles	78
530250408	飞	78
23408844	小蛋	77
331056167	北京-统计-samuel	75
103355990	游牧人	74
530275882	huhusese	73
277974397	杭州-数学-马超	72
78414708	@小雍子-杭州	72
378659550	北京-咨询-郭策	70
626719890	北京-IaaS-黎洛烟	70
1243305344	杭州电子	69
641238819	杭州-学生-董	69
601238172	忘林夕	68
1464890424	广州-学生	66
20994689	OFBiz电子商务hongs	66
316655053	湖北-统计-Yxiang	65
398974742	求证1+1	65
88187917	广州-Eco-李坤	64
308650207	武汉-保险-AB	63
1109724925	北京-bit-why	61
757377123	上交　  Seven	61
563686426	北京-小茜	60
531129223	深圳-统计-科海	59
102736923	北京-何小鑫	57
2214347884	北京统计唐庆涛	57
237656113	北京-R-小白	57
308116071	数据-华华	57
782061720	山东--学生-小辛	56
1650808879	北京-ML-云水	54
871765044	自成一格	54
304123484	蓝梦	53
1019133287	复旦大学研究生	51
838584166	浙江-统计-哈哈	51
2287580716	hzzzh	50
529866586	北京-数据-meow	50
345504372	US-统计-SuperMingha	48
1209085772	sd-bit	47
1610263118	北京-数据分析	47
344241240	若之盗人	47
79041284	pmp瘦土	46
893374379	合肥-吴亮	46
416185989	杭州-学生-咪咪	44
32220041	北卡-研究-小h	43
799025177	甲鱼	43
1596701737	北京-ML-陈旋	42
602090529	I believe	42
570788186	武汉-微博-刘坤	41
767770863	北京-martin	41
852738369	珠海-统计-博	41
594066395	深圳—pl	40
331850868	武汉-IT-安杰	39
405385180	鄂-生物-高春辉	39
495086281	重庆-统计	39
1193235126	北京-ColdMaster	38
1789938774	阳光	38
568145473	西安-java-闹心	38
745001895	广州-QF-Leo	38
1513438926	北京-媒体-GS	37
274905565	广州-DM-翠竹林	37
378105701	西安 生信 小勇 	37
1052651175	统计-李昕垚	36
15076378	帝都-计算-DONG	36
272502551	北京－冰冰	35
303148423	山东-生态学	35
272240432	山东 统计 easy	34
408852058	上海-学生-楼主	34
894114106	北京-justcx	34
1017235648	柳絮飞	33
1023211798	北京-大数据	33
1093633597	上海-学生	33
123985458	广州挖掘刘永辉	32
26239054	北京-咨询-明	32
346789110	北京-北极燕	32
524100457	Markov	32
1411445968	广州-互联网-Jae 	31
245864422	上海-统计-陆猛	31
403706912	沪-广告-凌波	31
80138219	统计小白	31
924200823	哈哈我	31
1046201877	上海-IT-紫水晶	30
2362968583	杭州-统计-鸡蛋	30
916928512	南京统计简直	30
2524171881	liurong	29
378803142	上海-设计-陈彦	29
648548955	上海-交通-dong	29
1345643335	若尘	28
164605310	石*頭	28
564454235	鱼儿	28
1055693251	西岐之星	27
43737412	合肥-电网-Leikowu	27
53488645	熊猫酒仙	27
664737951	京-CS-darion	27
1507578666	骑着猪去看月亮	26
270519126	继晷	26
283891024	乌贼-广州-电信	26
404951971	北京-Data-想之	26
514534794	北京-学生-Wong	26
563854050	武汉-计算-Aptx	26
597063239	大连-统计-kaka	26
997602092	LEE	26
124369767	北京-数学-秦	25
2247053012	梓衡	25
415534002	杭州-晓月	25
582330074	杭州-学生-Jaying	25
676964918	猪王	25
567867	北京-飞芃	24
751901062	北京-CIO-马兆林	24
879285472	沪-数据-Tian	24
1119033426	北京-统计-fiona	23
1214955082	peanut	23
13397420	大数据-cos-csu	23
382230837	北京-东	23
66053906	上海-证券-林	23
105036657	子元	22
13158259	深圳-黄少华	22
190893587	哥哈-材料-Met	22
363025899	 	22
454355977	L♪Y	22
505149418	杭州-秋秋-电商	22
604094911	岛上-大数据-嗯	22
1062654945	昆明-概统-纯粹	21
147450865	北京-kchi	21
390235846	极品狗熊	21
923867285	广州-耿耿	21
116298683	 小粉猪	20
1417298576	北京-mingkai	20
2268744563	青海-数据-胖子	20
382166194	LemonTown	20
